Prompt,Respuesta
¿Cómo mide el éxito la Jefatura de Proyectos Administrativos?,"Mide el éxito a través de estudios de factibilidad, ahorros en la gestión de viajes y actividades de voluntariado institucional."
¿Qué principios definen la filosofía de la Dirección de Unidades de Servicio y Logística Empresarial?,"La filosofía se basa en la calidad, innovación, seguridad, inocuidad alimentaria, y sostenibilidad ambiental."
¿Cómo apoya la Dirección de Unidades de Servicio y Logística Empresarial la formación académica?,Apoya a través de la provisión de servicios de alta calidad que contribuyen al bienestar de la comunidad académica.
¿Qué objetivos clave tiene la Dirección de Unidades de Servicio y Logística Empresarial para el futuro cercano?,"Lograr un crecimiento sostenible, abrir nuevos puntos de servicio y crear alianzas con proveedores."
¿Qué indicadores son críticos para la Dirección de Sostenibilidad Ambiental?,"Incluyen la huella de carbono, el impacto de proyectos sostenibles y la efectividad de estrategias ambientales."
¿Cómo contribuye la Dirección de Sostenibilidad Ambiental a la gestión universitaria?,Asegura que el crecimiento del campus sea compatible con la sostenibilidad ambiental y promueve prácticas responsables.
¿Qué acciones ha tomado la Dirección de Gestión Humana para mejorar el bienestar organizacional?,"Ha implementado programas de bienestar, gestionado capacitaciones efectivas y optimizado la selección de personal."
¿Qué rol tiene la Dirección de Tecnología Informática y Comunicaciones en la modernización universitaria?,"Facilita la modernización a través de la actualización de infraestructura TIC, implementación de nuevas tecnologías y mejoras en la ciberseguridad."
¿Cómo se asegura la calidad de los servicios en la Dirección de Tecnología Informática y Comunicaciones?,"Asegura la calidad mediante la planificación detallada de servicios TIC, la implementación de políticas tecnológicas y la evaluación continua de infraestructura."
¿Cuáles son las responsabilidades de la Dirección de Tecnología Informática y Comunicaciones?,"Se encarga de planificar y dirigir los servicios tecnológicos, definir estrategias para asegurar la disponibilidad y fiabilidad de estos servicios, participar en la creación de políticas de tecnología y seguridad de la información, y reportar el estado de la infraestructura a la Vicerrectoría Administrativa y Financiera."
¿Qué funciones lleva a cabo la Dirección de Tecnología Informática y Comunicaciones?,"Sus funciones incluyen la gestión de servicios TIC, el desarrollo de estrategias para garantizar la disponibilidad de servicios, la participación en políticas de seguridad informática, y la elaboración de informes sobre el estado de la infraestructura tecnológica."
¿Cuáles son los retos de la Dirección de Tecnología Informática y Comunicaciones?,"Los principales retos son mejorar la tecnología para modelos educativos híbridos y virtuales, fomentar la innovación en servicios digitales, asegurar la ciberseguridad y cumplir con las normativas legales, y actualizar la infraestructura tecnológica."
¿Qué estrategias tiene la Dirección de Tecnología Informática y Comunicaciones para el próximo año?,"Las estrategias para el 2024 incluyen un concurso de ideas innovadoras, la implementación de un asistente virtual basado en inteligencia artificial, el diseño de una solución omnicanal para prospectos, la actualización de aplicaciones y portales, y la mejora en la arquitectura de seguridad."
¿Quién es el responsable de la Dirección de Tecnología Informática y Comunicaciones?,John Flórez dirige la Dirección de Tecnología Informática y Comunicaciones; es ingeniero en sistemas y computación con estudios avanzados en gestión de tecnología y una maestría en gobierno de tecnología informática.
¿Qué comités y comisiones están bajo la coordinación de la Dirección de Tecnología Informática y Comunicaciones?,"Coordina la Comisión de Administración Universitaria, el Comité de Gestión Documental, el Comité de Evaluación de Proveedores Críticos, y el Comité de Protección de Datos Personales."
¿Qué tipo de servicios ofrece la Dirección de Tecnología Informática y Comunicaciones?,"Ofrece una variedad de servicios y productos TIC para la comunidad universitaria, incluyendo soluciones para la docencia, investigación, extensión y administración."
¿Qué indicadores se utilizan para evaluar la Dirección de Tecnología Informática y Comunicaciones?,"Incluyen el cumplimiento de planes TIC, éxito de nuevos productos tecnológicos, porcentaje de activaciones y desactivaciones de servicios, puntualidad en la entrega de carnés, y eficacia de los controles de seguridad."
¿Cuál es la misión de la Jefatura de Proyectos Administrativos?,"Su misión es gestionar proyectos que abarcan diferentes áreas de la administración universitaria, orientados a la mejora continua, análisis de condiciones, evaluación financiera de nuevas iniciativas, y optimización de procesos."
¿Qué tareas realiza la Jefatura de Proyectos Administrativos?,"Las tareas incluyen el análisis y gestión de proyectos administrativos, diseño de proyectos para aumentar la productividad, elaboración de estudios financieros, informes de ingresos y egresos, y seguimiento a servicios de agencias de viaje."
¿Cuáles son los desafíos que enfrenta la Jefatura de Proyectos Administrativos?,"Entre los desafíos están aumentar la visibilidad internacional de estrategias y proyectos, consolidar el sistema de gestión ambiental, y posicionar el proyecto Uninorte Sostenible como un referente."
¿Qué acciones estratégicas tiene la Jefatura de Proyectos Administrativos para el próximo año?,"Las acciones incluyen diseñar un plan de mejoramiento para la gestión de viajes corporativos, realizar estudios de factibilidad para nuevos programas de pregrado, organizar la semana por la sostenibilidad, y avanzar en la gestión de proveedores."
¿Quién dirige la Jefatura de Proyectos Administrativos?,"Leyla Mlayes, ingeniera de sistemas con especialización en finanzas y maestría en administración de empresas, lidera la Jefatura de Proyectos Administrativos."
¿En qué comités y comisiones participa la Jefatura de Proyectos Administrativos?,"Coordina o participa en el Comité Financiero, Comité de Presupuesto, Comisión de Administración Universitaria, Comité Administrativo, Comité de Revisión Gerencial, Comité de Flexibilización Curricular, y Comité de Dirección de Gobierno de Datos."
¿Qué servicios proporciona la Jefatura de Proyectos Administrativos?,"Ofrece gestión de tiquetes nacionales e internacionales, reservas de hoteles y salones para eventos, estudios de factibilidad y costos, apoyo en procesos de acreditación, y coordinación de voluntariado institucional."
¿Qué indicadores de gestión se emplean en la Jefatura de Proyectos Administrativos?,"Incluyen estudios de factibilidad realizados, porcentaje de ahorro en la gestión de viajes, tiempo en la gestión de viajes, y número de actividades apoyadas por voluntariado institucional."
¿Qué principios guía la Dirección de Unidades de Servicio y Logística Empresarial?,"La dirección busca ofrecer productos, servicios y experiencias de alta calidad de manera innovadora y creativa, asegurando la seguridad productiva, inocuidad alimentaria, cuidado ambiental y mejora de la calidad de vida."
¿Cómo opera la Dirección de Unidades de Servicio y Logística Empresarial?,"Planea, dirige y controla las unidades de servicio, asegura la sostenibilidad financiera y calidad del servicio, apoya la gestión académica con servicios de calidad, asesora a dependencias, y establece contacto con el sector externo."
¿Qué desafíos enfrenta la Dirección de Unidades de Servicio y Logística Empresarial?,"Los desafíos incluyen promover el crecimiento sostenible, desarrollar nuevos productos y servicios, evaluar y mejorar continuamente los servicios, y ofrecer servicios superiores a través de una planificación organizada de recursos."
¿Qué planes estratégicos tiene la Dirección de Unidades de Servicio y Logística Empresarial para el año 2024?,"Implementar un modelo para vender espacios publicitarios, conseguir donaciones de proveedores, inaugurar nuevos puntos de servicio como gelato y café, y planificar la operación de un centro deportivo."
¿Cuáles son los indicadores clave para la Dirección de Unidades de Servicio y Logística Empresarial?,"Incluyen el proceso de ventas, nivel de satisfacción del cliente, porcentaje de cumplimiento de ventas, tiempos de entrega, y gestión de inventario y pagos a terceros."
¿Cuál es el propósito de la Dirección de Sostenibilidad Ambiental?,"Su propósito es asegurar el crecimiento del Campus en armonía con el medio ambiente mediante buenas prácticas empresariales, uso eficiente de recursos y recomendación de proyectos ambientales para posicionamiento a largo plazo."
